Original_ID,Rule,New_Question,New_Answer,Source
Q12,Rule 1,"In the past semester, what was the primary reason you considered talking to a mental health counselor?","Looking back, I would have considered it if I felt unable to cope with stress or experienced persistent feelings of sadness and hopelessness.",ChatGPT
Q12,Rule 2,How do you determine the need to talk to a mental health counselor?,I would consider it if I felt unable to cope with stress or experienced persistent feelings of sadness and hopelessness.,ChatGPT
Q12,Rule 3,What is the primary reason you would consider talking to a psychological well-being counselor?,I would consider it if I felt unable to cope with anxiety or experienced persistent feelings of sadness and hopelessness.,ChatGPT
Q12,Rule 4,"Among students, what is the primary reason you would consider talking to a mental health counselor?",It has been observed that I would consider it if I felt unable to cope with stress or experienced persistent feelings of sadness and hopelessness.,ChatGPT
Q12,Rule 5,"Generally speaking, what is the primary reason you would consider talking to a mental health counselor?","In most cases, I would consider it if I felt unable to cope with stress or experienced persistent feelings of sadness and hopelessness.",ChatGPT
Q13,Rule 1,"In the past semester, why was mental health education important in university settings?","Looking back, it raised awareness, reduced stigma, and equipped students with tools to maintain their psychological well-being.",ChatGPT
Q13,Rule 2,How does mental health education impact students in university settings?,"It raises awareness, reduces stigma, and equips students with tools to maintain their psychological well-being.",ChatGPT
Q13,Rule 3,Why is psychological well-being education important in college settings?,"It raises awareness, reduces stigma, and equips learners with tools to maintain their psychological well-being.",ChatGPT
Q13,Rule 4,"Among students, why is mental health education important in university settings?","It has been observed that it raises awareness, reduces stigma, and equips students with tools to maintain their psychological well-being.",ChatGPT
Q13,Rule 5,"Generally speaking, why is mental health education important in university settings?","In most cases, it raises awareness, reduces stigma, and equips students with tools to maintain their psychological well-being.",ChatGPT
Q14,Rule 1,"In the past semester, why did many students avoid seeking mental health help on campus?","Looking back, many avoided it due to stigma, lack of awareness, privacy concerns, and fear of being judged by peers.",ChatGPT
Q14,Rule 2,What factors lead many students to avoid seeking mental health help on campus?,"Many avoid it due to stigma, lack of awareness, privacy concerns, and fear of being judged by peers.",ChatGPT
Q14,Rule 3,Why do many learners avoid seeking psychological well-being assistance on campus?,"Many avoid it due to stigma, lack of awareness, privacy concerns, and fear of being judged by peers.",ChatGPT
Q14,Rule 4,"Among students, why do many students avoid seeking mental health help on campus?","It has been observed that many avoid it due to stigma, lack of awareness, privacy concerns, and fear of being judged by peers.",ChatGPT
Q14,Rule 5,"Generally speaking, why do many students avoid seeking mental health help on campus?","In most cases, many avoid it due to stigma, lack of awareness, privacy concerns, and fear of being judged by peers.",ChatGPT
Q15,Rule 1,"In the past semester, what motivated students to participate in mental health workshops?","Looking back, students were motivated by the desire to improve self-awareness and learn practical stress management techniques.",ChatGPT
Q15,Rule 2,How do students become motivated to participate in mental health workshops?,Students are motivated by the desire to improve self-awareness and learn practical stress management techniques.,ChatGPT
Q15,Rule 3,What motivates learners to participate in psychological well-being workshops?,Learners are motivated by the desire to improve self-awareness and learn practical anxiety management techniques.,ChatGPT
Q15,Rule 4,"Among students, what motivates students to participate in mental health workshops?",It has been observed that students are motivated by the desire to improve self-awareness and learn practical stress management techniques.,ChatGPT
Q15,Rule 5,"Generally speaking, what motivates students to participate in mental health workshops?","In most cases, students are motivated by the desire to improve self-awareness and learn practical stress management techniques.",ChatGPT
Q16,Rule 1,"In the past semester, why should universities have invested in mental health resources for students?","Looking back, because student mental health directly affected academic performance, retention rates, and overall campus well-being.",ChatGPT
Q16,Rule 2,How do mental health resources benefit students in universities?,"Because student mental health directly affects academic performance, retention rates, and overall campus well-being.",ChatGPT
Q16,Rule 3,Why should colleges invest in psychological well-being resources for learners?,"Because learner psychological well-being directly affects academic performance, retention rates, and overall campus well-being.",ChatGPT
Q16,Rule 4,"Among students, why should universities invest in mental health resources for students?","It has been observed that student mental health directly affects academic performance, retention rates, and overall campus well-being.",ChatGPT
Q16,Rule 5,"Generally speaking, why should universities invest in mental health resources for students?","In most cases, student mental health directly affects academic performance, retention rates, and overall campus well-being.",ChatGPT
Q17,Rule 1,"In the past semester, why was peer support important for student mental health?","Looking back, peers could provide immediate, relatable support and encourage others to seek professional help when needed.",ChatGPT
Q17,Rule 2,How does peer support influence student mental health?,"Peers can provide immediate, relatable support and encourage others to seek professional help when needed.",ChatGPT
Q17,Rule 3,Why is peer assistance important for learner psychological well-being?,"Peers can provide immediate, relatable assistance and encourage others to seek professional help when needed.",ChatGPT
Q17,Rule 4,"Among students, why is peer support important for student mental health?","It has been observed that peers can provide immediate, relatable support and encourage others to seek professional help when needed.",ChatGPT
Q17,Rule 5,"Generally speaking, why is peer support important for student mental health?","In most cases, peers can provide immediate, relatable support and encourage others to seek professional help when needed.",ChatGPT
Q18,Rule 1,"In the past semester, why did international students often experience higher levels of mental health challenges?","Looking back, they faced cultural adjustment, language barriers, homesickness, and reduced social support networks abroad.",ChatGPT
Q18,Rule 2,How do international students experience higher levels of mental health challenges?,"They face cultural adjustment, language barriers, homesickness, and reduced social support networks abroad.",ChatGPT
Q18,Rule 3,Why do international learners often experience higher levels of psychological well-being challenges?,"They face cultural adjustment, language barriers, homesickness, and reduced social assistance networks abroad.",ChatGPT
Q18,Rule 4,"Among students, why do international students often experience higher levels of mental health challenges?","It has been observed that they face cultural adjustment, language barriers, homesickness, and reduced social support networks abroad.",ChatGPT
Q18,Rule 5,"Generally speaking, why do international students often experience higher levels of mental health challenges?","In most cases, they face cultural adjustment, language barriers, homesickness, and reduced social support networks abroad.",ChatGPT
Q19,Rule 1,"In the past semester, what was the main purpose of university mental health awareness campaigns?","Looking back, they aimed to normalize mental health discussions, reduce stigma, and connect students to available support resources.",ChatGPT
Q19,Rule 2,How do university mental health awareness campaigns support students?,"They aim to normalize mental health discussions, reduce stigma, and connect students to available support resources.",ChatGPT
Q19,Rule 3,What is the main purpose of college psychological well-being awareness campaigns?,"They aim to normalize psychological well-being discussions, reduce stigma, and connect learners to available assistance resources.",ChatGPT
Q19,Rule 4,"Among students, what is the main purpose of university mental health awareness campaigns?","It has been observed that they aim to normalize mental health discussions, reduce stigma, and connect students to available support resources.",ChatGPT
Q19,Rule 5,"Generally speaking, what is the main purpose of university mental health awareness campaigns?","In most cases, they aim to normalize mental health discussions, reduce stigma, and connect students to available support resources.",ChatGPT
Q20,Rule 1,"In the past semester, why might students have felt reluctant to disclose mental health struggles to academic staff?","Looking back, students may have feared academic consequences, loss of privacy, or not being taken seriously by faculty members.",ChatGPT
Q20,Rule 2,What reasons make students reluctant to disclose mental health struggles to academic staff?,"Students may fear academic consequences, loss of privacy, or not being taken seriously by faculty members.",ChatGPT
Q20,Rule 3,Why might learners feel reluctant to disclose psychological well-being struggles to academic staff?,"Learners may fear academic consequences, loss of privacy, or not being taken seriously by faculty members.",ChatGPT
Q20,Rule 4,"Among students, why might students feel reluctant to disclose mental health struggles to academic staff?","It has been observed that students may fear academic consequences, loss of privacy, or not being taken seriously by faculty members.",ChatGPT
Q20,Rule 5,"Generally speaking, why might students feel reluctant to disclose mental health struggles to academic staff?","In most cases, students may fear academic consequences, loss of privacy, or not being taken seriously by faculty members.",ChatGPT
Q21,Rule 1,"In the past semester, what were the main benefits of practicing mindfulness for students?","Looking back, mindfulness helped reduce anxiety, improve concentration, enhance emotional regulation, and promote overall well-being.",ChatGPT
Q21,Rule 2,How do students experience the benefits of practicing mindfulness in their daily routines?,"Mindfulness helps reduce anxiety, improve concentration, enhance emotional regulation, and promote overall well-being.",ChatGPT
Q21,Rule 3,What are the main benefits of practicing mindfulness for learners?,"Mindfulness helps reduce anxiety, improve concentration, enhance emotional regulation, and promote overall well-being.",ChatGPT
Q21,Rule 4,"Among students, what are the main benefits of practicing mindfulness for students?","It has been observed that mindfulness helps reduce anxiety, improve concentration, enhance emotional regulation, and promote overall well-being.",ChatGPT
Q21,Rule 5,"Generally speaking, what are the main benefits of practicing mindfulness for students?","In most cases, mindfulness helps reduce anxiety, improve concentration, enhance emotional regulation, and promote overall well-being.",ChatGPT
Q22,Rule 1,"In the past semester, how did addressing mental health positively affect academic performance?","Looking back, students with good mental health showed better focus, memory retention, and overall higher academic achievement.",ChatGPT
Q22,Rule 2,How do improvements in mental health influence students' academic performance outcomes?,"Students with good mental health show better focus, memory retention, and overall higher academic achievement.",ChatGPT
Q22,Rule 3,How does addressing psychological well-being positively affect academic performance for learners?,"Learners with good psychological well-being show better focus, memory retention, and overall higher academic achievement.",ChatGPT
Q22,Rule 4,"Among students, how does addressing mental health positively affect academic performance?","It has been observed that students with good mental health show better focus, memory retention, and overall higher academic achievement.",ChatGPT
Q22,Rule 5,"Generally speaking, how does addressing mental health positively affect academic performance?","In most cases, students with good mental health show better focus, memory retention, and overall higher academic achievement.",ChatGPT
Q23,Rule 1,"In the past semester, what benefits did students gain from participating in support groups?","Looking back, they gained a sense of belonging, shared coping strategies, reduced isolation, and emotional validation from peers.",ChatGPT
Q23,Rule 2,How do students benefit from participating in support groups in terms of their experiences?,"They gain a sense of belonging, shared coping strategies, reduced isolation, and emotional validation from peers.",ChatGPT
Q23,Rule 3,What benefits do learners gain from participating in assistance groups?,"They gain a sense of belonging, shared coping strategies, reduced isolation, and emotional validation from peers.",ChatGPT
Q23,Rule 4,"Among students, what benefits do students gain from participating in support groups?","It has been observed that they gain a sense of belonging, shared coping strategies, reduced isolation, and emotional validation from peers.",ChatGPT
Q23,Rule 5,"Generally speaking, what benefits do students gain from participating in support groups?","In most cases, they gain a sense of belonging, shared coping strategies, reduced isolation, and emotional validation from peers.",ChatGPT
Q24,Rule 1,"In the past semester, how could good mental health contribute to a student's personal development?","Looking back, it built resilience, improved decision-making, enhanced creativity, and fostered stronger interpersonal relationships.",ChatGPT
Q24,Rule 2,How does good mental health shape a student's personal development over time?,"It builds resilience, improves decision-making, enhances creativity, and fosters stronger interpersonal relationships.",ChatGPT
Q24,Rule 3,How can good psychological well-being contribute to a learner's personal development?,"It builds resilience, improves decision-making, enhances creativity, and fosters stronger interpersonal relationships.",ChatGPT
Q24,Rule 4,"Among students, how can good mental health contribute to a student's personal development?","It has been observed that it builds resilience, improves decision-making, enhances creativity, and fosters stronger interpersonal relationships.",ChatGPT
Q24,Rule 5,"Generally speaking, how can good mental health contribute to a student's personal development?","In most cases, it builds resilience, improves decision-making, enhances creativity, and fosters stronger interpersonal relationships.",ChatGPT
Q25,Rule 1,"In the past semester, what were the long-term benefits of addressing mental health issues during university?","Looking back, early intervention prevented chronic conditions, improved career prospects, and supported healthier adult relationships.",ChatGPT
Q25,Rule 2,How do students experience the long-term benefits of addressing mental health issues during university?,"Early intervention prevents chronic conditions, improves career prospects, and supports healthier adult relationships.",ChatGPT
Q25,Rule 3,What are the long-term benefits of addressing psychological well-being issues during college?,"Early intervention prevents chronic conditions, improves career prospects, and supports healthier adult relationships.",ChatGPT
Q25,Rule 4,"Among students, what are the long-term benefits of addressing mental health issues during university?","It has been observed that early intervention prevents chronic conditions, improves career prospects, and supports healthier adult relationships.",ChatGPT
Q25,Rule 5,"Generally speaking, what are the long-term benefits of addressing mental health issues during university?","In most cases, early intervention prevents chronic conditions, improves career prospects, and supports healthier adult relationships.",ChatGPT
Q26,Rule 1,"In the past semester, how did regular physical activity benefit student mental health?","Looking back, exercise released endorphins, reduced cortisol levels, improved sleep quality, and promoted better mood stability.",ChatGPT
Q26,Rule 2,How does regular physical activity influence students' mental health outcomes?,"Exercise releases endorphins, reduces cortisol levels, improves sleep quality, and promotes better mood stability.",ChatGPT
Q26,Rule 3,How does regular physical activity benefit learner psychological well-being?,"Exercise releases endorphins, reduces cortisol levels, improves sleep quality, and promotes better mood stability.",ChatGPT
Q26,Rule 4,"Among students, how does regular physical activity benefit student mental health?","It has been observed that exercise releases endorphins, reduces cortisol levels, improves sleep quality, and promotes better mood stability.",ChatGPT
Q26,Rule 5,"Generally speaking, how does regular physical activity benefit student mental health?","In most cases, exercise releases endorphins, reduces cortisol levels, improves sleep quality, and promotes better mood stability.",ChatGPT
Q27,Rule 1,"In the past semester, what advantages did a university with strong mental health services offer its students?","Looking back, it created a supportive learning environment that improved student retention, satisfaction, and overall campus well-being.",ChatGPT
Q27,Rule 2,How do students benefit from universities with strong mental health services?,"It creates a supportive learning environment that improves student retention, satisfaction, and overall campus well-being.",ChatGPT
Q27,Rule 3,What advantages does a college with strong psychological well-being services offer its learners?,"It creates a supportive learning environment that improves learner retention, satisfaction, and overall campus well-being.",ChatGPT
Q27,Rule 4,"Among students, what advantages does a university with strong mental health services offer its students?","It has been observed that it creates a supportive learning environment that improves student retention, satisfaction, and overall campus well-being.",ChatGPT
Q27,Rule 5,"Generally speaking, what advantages does a university with strong mental health services offer its students?","In most cases, it creates a supportive learning environment that improves student retention, satisfaction, and overall campus well-being.",ChatGPT
Q28,Rule 1,"In the past semester, how did improving mental health literacy benefit university students?","Looking back, it enabled early recognition of distress symptoms, reduced stigma, and encouraged timely help-seeking behavior.",ChatGPT
Q28,Rule 2,How do students experience the benefits of improving mental health literacy?,"It enables early recognition of distress symptoms, reduces stigma, and encourages timely help-seeking behavior.",ChatGPT
Q28,Rule 3,How does improving psychological well-being literacy benefit college learners?,"It enables early recognition of distress symptoms, reduces stigma, and encourages timely help-seeking behavior.",ChatGPT
Q28,Rule 4,"Among students, how does improving mental health literacy benefit university students?","It has been observed that it enables early recognition of distress symptoms, reduces stigma, and encourages timely help-seeking behavior.",ChatGPT
Q28,Rule 5,"Generally speaking, how does improving mental health literacy benefit university students?","In most cases, it enables early recognition of distress symptoms, reduces stigma, and encourages timely help-seeking behavior.",ChatGPT
Q29,Rule 1,"In the past semester, what were the benefits of integrating mental health education into the curriculum?","Looking back, students learned to recognize signs of distress, build resilience, and support their peers more effectively.",ChatGPT
Q29,Rule 2,How do students benefit from integrating mental health education into the curriculum?,"Students learn to recognize signs of distress, build resilience, and support their peers more effectively.",ChatGPT
Q29,Rule 3,What are the benefits of integrating psychological well-being education into the curriculum for learners?,"Learners learn to recognize signs of distress, build resilience, and support their peers more effectively.",ChatGPT
Q29,Rule 4,"Among students, what are the benefits of integrating mental health education into the curriculum?","It has been observed that students learn to recognize signs of distress, build resilience, and support their peers more effectively.",ChatGPT
Q29,Rule 5,"Generally speaking, what are the benefits of integrating mental health education into the curriculum?","In most cases, students learn to recognize signs of distress, build resilience, and support their peers more effectively.",ChatGPT
Q30,Rule 1,"In the past semester, how did a positive campus mental health culture benefit disadvantaged students?","Looking back, it provided equitable access to support, reduced barriers to help-seeking, and promoted academic equity for all.",ChatGPT
Q30,Rule 2,How does a positive campus mental health culture support disadvantaged students in their experiences?,"It provides equitable access to support, reduces barriers to help-seeking, and promotes academic equity for all.",ChatGPT
Q30,Rule 3,How does a positive campus psychological well-being culture benefit disadvantaged learners?,"It provides equitable access to assistance, reduces barriers to help-seeking, and promotes academic equity for all.",ChatGPT
Q30,Rule 4,"Among students, how does a positive campus mental health culture benefit disadvantaged students?","It has been observed that it provides equitable access to support, reduces barriers to help-seeking, and promotes academic equity for all.",ChatGPT
Q30,Rule 5,"Generally speaking, how does a positive campus mental health culture benefit disadvantaged students?","In most cases, it provides equitable access to support, reduces barriers to help-seeking, and promotes academic equity for all.",ChatGPT
Q31,Rule 1,"In the past semester, what were the most common mental health concerns among university students?","Looking back, depression, anxiety, burnout, social isolation, and academic stress were the most frequently reported concerns.",ChatGPT
Q31,Rule 2,How do students typically experience the most common mental health concerns in university settings?,"Depression, anxiety, burnout, social isolation, and academic stress are the most frequently reported concerns.",ChatGPT
Q31,Rule 3,What are the most common psychological well-being concerns among college learners?,"Depression, anxiety, burnout, social isolation, and academic anxiety are the most frequently reported concerns.",ChatGPT
Q31,Rule 4,"Among students, what are the most common mental health concerns among university students?","It has been observed that depression, anxiety, burnout, social isolation, and academic stress are the most frequently reported concerns.",ChatGPT
Q31,Rule 5,"Generally speaking, what are the most common mental health concerns among university students?","In most cases, depression, anxiety, burnout, social isolation, and academic stress are the most frequently reported concerns.",ChatGPT
Q32,Rule 1,"In the past semester, how did financial stress impact student mental health?","Looking back, financial stress increased anxiety, reduced academic motivation, and limited access to necessary mental health resources.",ChatGPT
Q32,Rule 2,How does financial stress influence students’ mental health and academic motivation?,"Financial stress increases anxiety, reduces academic motivation, and limits access to necessary mental health resources.",ChatGPT
Q32,Rule 3,How does financial anxiety impact learner psychological well-being?,"Financial anxiety increases anxiety, reduces academic motivation, and limits access to necessary psychological well-being resources.",ChatGPT
Q32,Rule 4,"Among students, how does financial stress impact student mental health?","It has been observed that financial stress increases anxiety, reduces academic motivation, and limits access to necessary mental health resources.",ChatGPT
Q32,Rule 5,"Generally speaking, how does financial stress impact student mental health?","In most cases, financial stress increases anxiety, reduces academic motivation, and limits access to necessary mental health resources.",ChatGPT
Q33,Rule 1,"In the past semester, what concerns did students have about confidentiality of mental health services?","Looking back, students worried their personal information might not remain private or could negatively affect their academic records.",ChatGPT
Q33,Rule 2,How do students perceive risks related to confidentiality in mental health services?,Students worry their personal information may not remain private or could negatively affect their academic records.,ChatGPT
Q33,Rule 3,What concerns do learners have about confidentiality of psychological well-being services?,Learners worry their personal information may not remain private or could negatively affect their academic records.,ChatGPT
Q33,Rule 4,"Among students, what concerns do students have about confidentiality of mental health services?",It has been observed that students worry their personal information may not remain private or could negatively affect their academic records.,ChatGPT
Q33,Rule 5,"Generally speaking, what concerns do students have about confidentiality of mental health services?","In most cases, students worry their personal information may not remain private or could negatively affect their academic records.",ChatGPT
Q34,Rule 1,"In the past semester, why was academic burnout becoming an increasingly serious concern for students?","Looking back, increasing workloads, competitive academic environments, and limited support contributed to widespread burnout.",ChatGPT
Q34,Rule 2,How do students experience academic burnout in increasingly competitive environments?,"Increasing workloads, competitive academic environments, and limited support contribute to widespread burnout.",ChatGPT
Q34,Rule 3,Why is academic burnout becoming an increasingly serious concern for learners in college?,"Increasing workloads, competitive academic environments, and limited assistance contribute to widespread burnout.",ChatGPT
Q34,Rule 4,"Among students, why is academic burnout becoming an increasingly serious concern for students?","It has been observed that increasing workloads, competitive academic environments, and limited support contribute to widespread burnout.",ChatGPT
Q34,Rule 5,"Generally speaking, why is academic burnout becoming an increasingly serious concern for students?","In most cases, increasing workloads, competitive academic environments, and limited support contribute to widespread burnout.",ChatGPT
Q35,Rule 1,"In the past semester, what mental health risks did students face from excessive social media use?","Looking back, excessive use was linked to increased anxiety, depression, poor sleep quality, and negative body image.",ChatGPT
Q35,Rule 2,How does excessive social media use affect students’ mental health risks?,"Excessive use is linked to increased anxiety, depression, poor sleep quality, and negative body image.",ChatGPT
Q35,Rule 3,What psychological well-being risks do learners face from excessive social media use?,"Excessive use is linked to increased anxiety, depression, poor sleep quality, and negative body image.",ChatGPT
Q35,Rule 4,"Among students, what mental health risks do students face from excessive social media use?","It has been observed that excessive use is linked to increased anxiety, depression, poor sleep quality, and negative body image.",ChatGPT
Q35,Rule 5,"Generally speaking, what mental health risks do students face from excessive social media use?","In most cases, excessive use is linked to increased anxiety, depression, poor sleep quality, and negative body image.",ChatGPT
Q36,Rule 1,"In the past semester, how did loneliness and social isolation affect university students?","Looking back, isolation led to depression, reduced motivation, and decreased engagement with academic and social activities.",ChatGPT
Q36,Rule 2,How do loneliness and social isolation influence students’ engagement and motivation?,"Isolation leads to depression, reduced motivation, and decreased engagement with academic and social activities.",ChatGPT
Q36,Rule 3,How does loneliness and social isolation affect college learners' psychological well-being?,"Isolation leads to depression, reduced motivation, and decreased engagement with academic and social activities.",ChatGPT
